"","country","points","price","province","variety"
"30097","France",92,NA,"Bordeaux","Bordeaux-style Red Blend"
"36342","Argentina",81,13,"Mendoza Province","Chardonnay"
"115731","US",91,25,"California","Sauvignon Blanc"
"57828","Italy",89,NA,"Piedmont","Nebbiolo"
"107905","Austria",88,NA,"Südoststeiermark","Grauburgunder"
"126930","US",87,45,"California","Pinot Noir"
"3478","US",89,25,"Washington","Bordeaux-style Red Blend"
"126583","US",87,12,"California","Cabernet Sauvignon"
"73631","Italy",87,NA,"Sicily & Sardinia","Nero d'Avola"
"139350","Italy",86,10,"Sicily & Sardinia","Insolia"
"52224","US",86,21,"Oregon","Rhône-style Red Blend"
"18189","France",87,9,"Southwest France","Bordeaux-style White Blend"
"79061","France",87,18,"Bordeaux","Bordeaux-style Red Blend"
"57632","US",87,30,"Oregon","Pinot Noir"
"57","France",90,NA,"Loire Valley","Sauvignon Blanc"
"54042","Australia",82,19,"South Australia","Chardonnay-Semillon"
"30514","US",86,18,"California","Marsanne-Roussanne"
"35330","US",88,22,"Oregon","Pinot Blanc"
"109720","US",92,43,"California","Merlot"
"61350","US",92,50,"California","Cabernet Sauvignon"
"21157","Chile",87,20,"Rapel Valley","Cabernet Sauvignon"
"142784","US",86,22,"Washington","Merlot"
"116446","US",87,18,"Oregon","Pinot Noir"
"93094","Australia",87,18,"New South Wales","Shiraz"
"34396","Italy",90,35,"Tuscany","White Blend"
"120962","Australia",82,9,"Australia Other","Chardonnay"
"40549","US",84,21,"California","Pinot Grigio"
"54450","New Zealand",90,15,"Hawke's Bay","Sauvignon Blanc"
"55269","US",90,43,"California","Pinot Noir"
"129571","Italy",84,15,"Central Italy","Sauvignon Blanc"
"72736","Italy",87,15,"Sicily & Sardinia","White Blend"
"148313","US",92,28,"California","Chardonnay"
"72748","Israel",87,18,"Galilee","Chardonnay"
"66289","Argentina",88,25,"Mendoza Province","Merlot-Cabernet Sauvignon"
"127200","US",86,10,"California","White Blend"
"61179","Spain",87,16,"Northern Spain","Tempranillo"
"140357","France",91,79,"Burgundy","Pinot Noir"
"88758","France",87,26,"Burgundy","Chardonnay"
"143766","Italy",93,155,"Tuscany","Red Blend"
"63221","Chile",84,13,"Colchagua Valley","Carmenère"
"75612","US",84,24,"California","Syrah"
"19357","US",99,65,"Oregon","Syrah"
"122636","US",90,20,"California","Sparkling Blend"
"13545","France",86,17,"Beaujolais","Chardonnay"
"15579","Italy",92,40,"Sicily & Sardinia","Fiano"
"34092","US",85,24,"California","Rosé"
"137730","France",91,45,"Burgundy","Chardonnay"
"30957","France",88,24,"Burgundy","Pinot Noir"
"107973","US",91,19,"California","Cabernet Sauvignon"
"140218","US",88,17,"Washington","Chardonnay"
"72181","Italy",91,45,"Piedmont","Nebbiolo"
"14379","Portugal",86,7,"Dão","Portuguese Red"
"44214","New Zealand",85,32,"Marlborough","Pinot Noir"
"46416","US",85,30,"California","Pinot Noir"
"25862","Spain",86,14,"Northern Spain","Verdejo"
"61494","France",86,NA,"Bordeaux","Bordeaux-style Red Blend"
"144117","US",91,40,"Washington","Bordeaux-style Red Blend"
"34380","Italy",85,39,"Northeastern Italy","Pinot Grigio"
"22422","US",92,75,"California","Pinot Noir"
"124733","France",88,55,"Burgundy","Pinot Noir"
"132879","Italy",90,35,"Tuscany","Sangiovese"
"11282","US",93,50,"California","Pinot Noir"
"110881","France",91,NA,"Bordeaux","Bordeaux-style Red Blend"
"6585","Portugal",86,10,"Douro","Portuguese White"
"77226","Portugal",89,13,"Lisboa","Shiraz"
"29369","US",87,36,"Washington","Sémillon"
"68031","New Zealand",86,14,"Hawke's Bay","Merlot"
"103019","Spain",86,15,"Northern Spain","Garnacha"
"109846","US",91,44,"Washington","Cabernet Sauvignon"
"75397","France",92,NA,"Bordeaux","Bordeaux-style Red Blend"
"31256","France",91,30,"Loire Valley","Pinot Noir"
"111987","Italy",86,14,"Tuscany","Chardonnay"
"147926","US",91,50,"California","Chardonnay"
"125152","Chile",88,15,"Colchagua Valley","Shiraz"
"67243","Italy",87,38,"Tuscany","Sangiovese"
"144209","US",83,13,"California","Sauvignon Blanc"
"65418","US",84,16,"California","Sangiovese"
"111203","US",88,14,"California","Chardonnay"
"83609","Argentina",87,20,"Mendoza Province","Chardonnay"
"56158","France",89,15,"Provence","Rosé"
"54241","US",85,25,"Virginia","Viognier"
"97012","US",84,20,"California","Bordeaux-style Red Blend"
"91165","France",84,NA,"Burgundy","Chardonnay"
"139910","US",89,17,"Washington","Chardonnay"
"136180","US",84,20,"California","Syrah"
"94553","Spain",86,17,"Northern Spain","Tempranillo"
"69691","US",94,60,"California","Pinot Noir"
"78960","Argentina",87,45,"Mendoza Province","Red Blend"
"29341","US",87,24,"Washington","Zinfandel"
"114125","US",83,12,"California","Chardonnay"
"63089","France",84,10,"Loire Valley","Cabernet Franc"
"149607","US",88,12,"Texas","Chardonnay"
"121392","Italy",88,NA,"Tuscany","Sangiovese Grosso"
"71465","US",88,13,"Washington","Chardonnay"
"118403","US",84,15,"California","Zinfandel"
"11165","Argentina",94,65,"Mendoza Province","Malbec"
"34557","Argentina",87,12,"Mendoza Province","Malbec"
"42438","US",90,20,"Washington","Syrah"
"147644","US",84,10,"Oregon","Merlot"
"87742","France",93,156,"Burgundy","Pinot Noir"
"15180","US",91,80,"California","Cabernet Sauvignon"
"148579","Italy",90,99,"Tuscany","Sangiovese"
"11964","Italy",90,52,"Sicily & Sardinia","Nero d'Avola"
"71622","Italy",86,11,"Southern Italy","Primitivo"
"27457","US",88,35,"Washington","Cabernet Sauvignon"
"99504","Chile",88,18,"Casablanca Valley","Chardonnay"
"46755","Austria",90,25,"Niederösterreich","Riesling"
"135934","Portugal",91,20,"Douro","Touriga Nacional"
"100789","France",91,110,"Champagne","Champagne Blend"
"139420","Austria",89,24,"Kremstal","Riesling"
"27093","Italy",90,21,"Northeastern Italy","Pinot Bianco"
"124214","New Zealand",88,13,"Marlborough","Sauvignon Blanc"
"48955","Chile",87,10,"Rapel Valley","Carmenère"
"49510","Italy",90,NA,"Sicily & Sardinia","Nero d'Avola"
"809","US",87,25,"California","Cabernet Sauvignon"
"1095","US",87,24,"California","Riesling"
"73580","France",84,15,"Bordeaux","Bordeaux-style Red Blend"
"42294","US",89,36,"California","Pinot Noir"
"17789","Italy",87,28,"Northeastern Italy","Kerner"
"97760","US",88,20,"California","Fumé Blanc"
"112714","New Zealand",92,60,"Hawke's Bay","Syrah"
"137593","Italy",87,28,"Northeastern Italy","Pinot Bianco"
"56436","US",89,18,"New York","Riesling"
"12252","Australia",89,23,"Western Australia","Sauvignon Blanc-Semillon"
"140693","Chile",86,12,"Aconcagua Valley","Merlot"
"33597","US",83,20,"California","Pinot Noir"
"96932","US",84,25,"California","Chardonnay"
"22156","South Africa",91,20,"Constantia","Chardonnay"
"92715","US",84,15,"California","Merlot"
"94962","Italy",85,22,"Southern Italy","Rosé"
"114602","US",88,25,"Washington","Roussanne"
"22458","Italy",89,35,"Tuscany","Red Blend"
"146390","Australia",83,8,"South Australia","Chardonnay"
"113422","US",87,37,"California","Chardonnay"
"46547","Australia",88,25,"Australia Other","Sparkling Blend"
"109396","Austria",92,25,"Niederösterreich","Riesling"
"92136","US",82,15,"Oregon","Pinot Noir"
"26932","Italy",91,37,"Northeastern Italy","White Blend"
"149342","US",86,64,"California","Pinot Noir"
"113569","New Zealand",89,20,"Marlborough","Sauvignon Blanc"
"12796","Australia",89,18,"South Australia","Shiraz"
"848","France",90,45,"Burgundy","Chardonnay"
"27169","France",88,20,"Loire Valley","Rosé"
"140332","Chile",87,13,"Colchagua Valley","Carmenère"
"34745","US",88,50,"Oregon","Pinot Noir"
"135601","Spain",84,10,"Central Spain","Shiraz"
"37858","US",91,55,"Washington","Merlot"
"32007","US",87,20,"Washington","Malbec"
"41502","France",90,NA,"Bordeaux","Bordeaux-style Red Blend"
"142265","US",88,40,"California","Petit Verdot"
"63958","US",93,45,"California","Pinot Noir"
"55270","Austria",90,35,"Kremstal","Riesling"
"90394","France",90,72,"Burgundy","Chardonnay"
"110398","Greece",88,40,"Pangeon","Chardonnay"
"69257","Argentina",83,18,"Mendoza Province","Malbec"
"69255","Argentina",83,11,"Other","Malbec"
"96749","Italy",90,38,"Lombardy","Chardonnay"
"19838","US",87,25,"Oregon","Pinot Noir"
"53739","US",83,32,"California","Zinfandel"
"13843","US",87,18,"California","Chardonnay"
"101143","US",85,34,"California","Chardonnay"
"113436","US",84,13,"California","Rosé"
"49071","US",85,14,"California","Mission"
"44419","Portugal",86,NA,"Alentejano","Portuguese Red"
"63946","US",93,45,"California","Chardonnay"
"51024","US",84,13,"California","G-S-M"
"48552","US",88,28,"Oregon","Pinot Noir"
"36590","US",97,52,"California","Pinot Noir"
"50319","US",87,42,"California","Bordeaux-style Red Blend"
"24562","Italy",91,NA,"Tuscany","Cabernet Franc"
"4807","France",88,17,"Bordeaux","Bordeaux-style Red Blend"
"113302","US",94,42,"California","Chardonnay"
"35817","Spain",84,9,"Northern Spain","White Blend"
"56497","Italy",88,NA,"Central Italy","Albana"
"77891","US",90,42,"California","Rhône-style Red Blend"
"127953","US",84,18,"California","Syrah"
"132849","France",86,45,"Champagne","Champagne Blend"
"150421","Italy",86,21,"Tuscany","Sangiovese"
"104993","US",84,40,"California","Chardonnay"
"84004","New Zealand",89,22,"Wairau Valley","Pinot Noir"
"107741","US",84,19,"California","Chardonnay"
"63521","Portugal",86,NA,"Douro","Portuguese Red"
"84708","US",88,30,"California","Malbec"
"4418","US",89,20,"Oregon","Pinot Noir"
"67974","Italy",83,10,"Tuscany","Sangiovese"
"6857","Germany",87,44,"Baden","Spätburgunder"
"129940","US",82,10,"California","Chardonnay"
"122992","Italy",89,NA,"Tuscany","Red Blend"
"9749","US",84,18,"California","Sauvignon Blanc"
"102127","Italy",88,40,"Central Italy","Red Blend"
"100091","US",88,44,"California","Pinot Noir"
"5899","Chile",89,23,"Limarí Valley","Chardonnay"
"106950","France",84,21,"Loire Valley","Pinot Noir"
"108753","Argentina",87,11,"Mendoza Province","Malbec"
"141142","US",82,6,"California","Zinfandel"
"104001","France",96,125,"Burgundy","Pinot Noir"
"26688","US",94,42,"Oregon","Pinot Gris"
"46124","US",85,12,"California","Viognier"
"132550","US",86,16,"California","Pinot Gris"
"43565","France",92,30,"Southwest France","Tannat"
"15137","Greece",86,12,"Halkidiki","Merlot"
"74960","France",89,20,"Bordeaux","Bordeaux-style Red Blend"
"9877","US",88,17,"California","Chardonnay"
"126372","Italy",88,NA,"Piedmont","Barbera"
"69988","Italy",91,20,"Southern Italy","White Blend"
"11858","France",95,135,"Burgundy","Pinot Noir"
"146293","Argentina",88,9,"Mendoza Province","Malbec"
"137994","US",83,32,"Oregon","Cabernet Sauvignon"
"79881","Greece",85,14,"Nemea","Agiorgitiko"
"127464","US",86,25,"California","Syrah"
"115704","Italy",86,NA,"Tuscany","Sangiovese Grosso"
"39187","Italy",87,30,"Tuscany","Vermentino"
"132368","US",87,17,"California","Zinfandel"
"80966","US",87,16,"California","Viognier"
"74648","Bulgaria",84,16,"Thracian Valley","Mavrud"
"104783","Italy",87,18,"Veneto","Prosecco"
"9333","Spain",86,33,"Northern Spain","Tempranillo"
"138649","US",82,20,"California","Zinfandel"
"59306","US",90,22,"Washington","Red Blend"
"96943","France",84,25,"Alsace","Gewürztraminer"
"39257","US",94,39,"California","Pinot Noir"
"1287","Italy",85,10,"Veneto","White Blend"
"89138","Spain",88,29,"Northern Spain","White Blend"
"32792","US",91,40,"New York","White Blend"
"141840","France",84,8,"Languedoc-Roussillon","Sauvignon Blanc"
"143090","Australia",86,18,"New South Wales","Sémillon"
"75464","France",86,19,"Burgundy","Pinot Noir"
"149906","South Africa",88,16,"Stellenbosch","Bordeaux-style Red Blend"
"36783","Germany",87,62,"Mosel","Riesling"
"130223","France",90,40,"Rhône Valley","Marsanne-Roussanne"
"92024","US",84,22,"California","Zinfandel"
"123848","US",90,40,"California","Pinot Noir"
"98309","Italy",89,28,"Tuscany","Sangiovese"
"20099","US",86,25,"California","Merlot"
"53768","US",91,36,"California","Pinot Noir"
"35035","US",88,55,"Oregon","Pinot Noir"
"124411","US",89,80,"California","Pinot Noir"
"100831","France",85,NA,"Southwest France","Rosé"
"141869","France",89,13,"France Other","Viognier"
"21260","France",89,NA,"Bordeaux","Bordeaux-style Red Blend"
"4776","France",86,14,"Bordeaux","Rosé"
"150893","US",82,10,"California","Merlot"
"28592","France",82,18,"Beaujolais","Chardonnay"
"118860","Argentina",80,15,"Mendoza Province","Malbec"
"55732","Italy",85,NA,"Veneto","Glera"
"45118","France",88,14,"Loire Valley","Cabernet Franc"
"24033","France",92,NA,"Bordeaux","Bordeaux-style Red Blend"
"58071","US",92,39,"California","Bordeaux-style White Blend"
"143898","Australia",87,18,"Victoria","Cabernet Sauvignon-Shiraz"
"131727","Italy",91,35,"Tuscany","Red Blend"
"60321","Argentina",87,10,"Mendoza Province","Syrah"
"16338","US",90,48,"California","Pinot Noir"
"102554","Chile",80,9,"Aconcagua Valley","Chardonnay"
"27898","US",91,50,"Oregon","Sparkling Blend"
"124822","Italy",88,18,"Tuscany","Red Blend"
"122834","Australia",90,17,"South Australia","Shiraz"
"79879","US",85,35,"California","Syrah"
"73569","US",85,28,"California","Chardonnay"
"144942","US",87,19,"California","Cabernet Sauvignon"
"95437","France",86,NA,"Alsace","Pinot Gris"
"140939","Australia",86,13,"Western Australia","Riesling"
"146148","Australia",86,16,"Victoria","Sauvignon Blanc"
"113374","US",89,50,"California","Zinfandel"
"59520","France",84,14,"France Other","White Blend"
"92736","France",94,NA,"Champagne","Champagne Blend"
"35079","US",93,29,"Oregon","Chardonnay"
"101890","Argentina",88,50,"Mendoza Province","Malbec"
"109996","France",92,NA,"Bordeaux","Bordeaux-style White Blend"
"115248","Australia",92,38,"South Australia","Cabernet Sauvignon"
"128441","New Zealand",82,14,"Hawke's Bay","Sauvignon Blanc"
"145758","US",90,30,"California","Zinfandel"
"75100","Spain",81,10,"Central Spain","Viura"
"34002","US",86,16,"New York","Chardonnay"
"8353","Italy",88,75,"Piedmont","Nebbiolo"
"144891","France",89,21,"Bordeaux","Bordeaux-style Red Blend"
"85463","Italy",91,NA,"Tuscany","Sangiovese Grosso"
"70181","Portugal",87,8,"Dão","Portuguese Red"
"57983","US",88,16,"New York","Rosé"
"1890","Chile",91,85,"Maipo Valley","Red Blend"
"66963","US",88,18,"New York","Chardonnay"
"71647","France",85,16,"Rhône Valley","Rhône-style Red Blend"
"118546","Greece",83,14,"Attica","Chardonnay"
"33259","US",89,55,"California","Pinot Noir"
"118237","US",84,15,"California","Cabernet Sauvignon"
"68296","New Zealand",85,NA,"Hawke's Bay","Syrah"
"61982","US",86,15,"California","Chardonnay"
"135654","Italy",91,NA,"Tuscany","Sangiovese Grosso"
"59015","US",88,12,"California","Sauvignon Blanc"
"17668","Argentina",82,10,"Mendoza Province","Sparkling Blend"
"139611","Austria",86,37,"Südoststeiermark","Sauvignon Blanc"
"18524","US",83,10,"California","Red Blend"
"40054","Portugal",86,11,"Tejo","Fernão Pires"
"45133","Italy",91,18,"Southern Italy","Red Blend"
"89640","Italy",88,16,"Piedmont","Barbera"
"40733","Italy",86,13,"Tuscany","Rosato"
"33696","Greece",84,11,"Peloponnese","Red Blend"
"120936","US",83,32,"California","Red Blend"
"144666","Australia",88,20,"South Australia","Chardonnay"
"46470","Italy",90,NA,"Veneto","Corvina, Rondinella, Molinara"
"81548","Spain",89,130,"Catalonia","Red Blend"
"26206","France",83,10,"France Other","Chardonnay"
"120725","Chile",86,13,"Bío Bío Valley","Chardonnay"
"22972","Austria",89,19,"Niederösterreich","Riesling"
"7464","France",83,35,"Bordeaux","Bordeaux-style Red Blend"
"116939","US",84,8,"California","Cabernet Sauvignon"
"77971","Italy",92,95,"Veneto","Corvina, Rondinella, Molinara"
"111772","US",87,19,"California","Sauvignon Blanc"
"113115","Italy",84,9,"Central Italy","White Blend"
"139648","US",85,30,"California","Pinot Noir"
"8662","Italy",88,21,"Piedmont","Nebbiolo"
"4919","Austria",90,18,"Weinland Österreich","Rosé"
"27621","US",91,28,"California","Syrah"
"6819","US",88,40,"California","Syrah-Cabernet Sauvignon"
"1618","US",87,60,"Washington","Syrah"
"53889","France",82,NA,"Burgundy","Pinot Noir"
"23684","South Africa",86,11,"Stellenbosch","Sauvignon Blanc"
"64028","France",85,20,"Loire Valley","Sauvignon Blanc"
"122705","France",87,14,"Languedoc-Roussillon","Rhône-style Red Blend"
"70549","US",91,35,"Oregon","Chardonnay"
"133833","France",89,NA,"Bordeaux","Bordeaux-style Red Blend"
"36411","Italy",90,38,"Northeastern Italy","Chardonnay"
"80095","France",90,68,"Burgundy","Pinot Noir"
"147947","US",85,20,"California","Sauvignon Blanc"
"115891","US",90,45,"California","Pinot Noir"
"147216","US",87,17,"Oregon","Pinot Noir"
"70388","US",88,55,"Washington","Syrah"
"42660","US",89,24,"California","Verdelho"
"34063","US",90,42,"New York","White Blend"
"150366","US",84,14,"California","Cabernet Franc"
"87598","Argentina",87,15,"Other","Torrontés"
"104268","US",86,15,"California","Chardonnay"
"78706","Greece",86,29,"Pangeon","Agiorgitiko"
"144585","Italy",83,10,"Tuscany","Sangiovese"
"67284","Argentina",88,20,"Mendoza Province","Malbec"
"106158","Portugal",87,20,"Alentejano","Portuguese Red"
"145522","Australia",87,40,"South Australia","Cabernet Sauvignon"
"63858","Australia",90,24,"South Australia","Cabernet Sauvignon"
"34458","Italy",88,25,"Central Italy","Red Blend"
"115712","France",91,35,"Champagne","Champagne Blend"
"140618","Italy",89,25,"Tuscany","Red Blend"
"90334","France",88,NA,"Alsace","Gewürztraminer"
"70432","New Zealand",92,50,"Hawke's Bay","Bordeaux-style Red Blend"
"85815","France",89,16,"Loire Valley","Chenin Blanc"
"31285","Italy",87,15,"Southern Italy","Piedirosso"
"88656","France",88,NA,"Alsace","Riesling"
"113272","Italy",90,68,"Tuscany","Sangiovese"
"34680","US",85,20,"Washington","Rhône-style Red Blend"
"142795","US",86,10,"California","Zinfandel"
"38160","Portugal",90,NA,"Alentejano","Aragonez"
"84636","US",94,45,"California","Syrah"
"86532","Argentina",82,10,"Mendoza Province","Pinot Noir"
"101891","France",88,NA,"Southwest France","Malbec"
"131569","Australia",88,25,"South Australia","Cabernet Sauvignon"
"124845","US",88,18,"California","Rosé"
"56350","US",92,38,"California","Cabernet Sauvignon"
"110923","US",89,24,"California","Sauvignon Blanc"
"138404","US",93,55,"Washington","Tempranillo-Cabernet Sauvignon"
"139041","New Zealand",86,17,"Marlborough","Riesling"
"115793","US",85,30,"California","Chardonnay"
"27664","US",91,80,"Oregon","Pinot Noir"
"85802","Argentina",89,15,"Other","Torrontés"
"9766","US",86,11,"California","Cabernet Sauvignon"
"24427","Portugal",92,100,"Port","Port"
"2904","France",91,NA,"Bordeaux","Bordeaux-style Red Blend"
"140461","US",88,30,"California","Red Blend"
"2116","Portugal",90,16,"Moscatel de Setúbal","Moscatel"
"102714","US",86,34,"California","Cabernet Sauvignon"
"141583","Portugal",85,NA,"Douro","Portuguese Red"
"46417","Chile",85,9,"Maipo Valley","Merlot"
"38237","US",91,40,"California","Rhône-style Red Blend"
"98023","US",88,10,"Washington","Sauvignon Blanc"
"53061","France",85,57,"Burgundy","Chardonnay"
"66622","US",90,95,"California","Bordeaux-style Red Blend"
"2629","US",87,57,"California","Pinot Noir"
"93180","France",84,13,"Rhône Valley","Rosé"
"119926","Argentina",82,25,"Mendoza Province","Cabernet Sauvignon"
"68588","US",86,20,"California","Chardonnay"
"104674","Italy",84,NA,"Tuscany","Sangiovese"
"129119","Spain",85,13,"Northern Spain","Syrah-Tempranillo"
"101807","Italy",87,30,"Veneto","Glera"
"69842","Austria",93,40,"Wachau","Grüner Veltliner"
"96331","Italy",85,10,"Italy Other","Red Blend"
"23561","Argentina",87,24,"Mendoza Province","Malbec-Cabernet Sauvignon"
"23757","US",85,11,"California","Zinfandel"
"66848","Italy",86,83,"Veneto","Corvina, Rondinella, Molinara"
"52847","South Africa",84,11,"Western Cape","Sauvignon Blanc"
"82266","US",94,34,"Washington","Syrah"
"144785","Portugal",93,82,"Portugal","Port"
"80886","France",85,NA,"Bordeaux","Bordeaux-style Red Blend"
"19840","US",87,28,"California","Cabernet Sauvignon"
"74433","Italy",90,42,"Central Italy","Montepulciano"
"20451","US",85,30,"California","Fumé Blanc"
"142588","US",94,75,"California","Cabernet Sauvignon"
"146341","France",89,86,"Alsace","Pinot Gris"
"34317","US",92,42,"California","Pinot Noir"
"148822","Italy",84,26,"Northeastern Italy","Pinot Grigio"
"84378","US",91,56,"Washington","Syrah"
"90578","US",92,60,"California","Pinot Noir"
"38664","France",95,208,"Burgundy","Pinot Noir"
"113112","US",84,6,"California","Zinfandel"
"109569","US",88,20,"Washington","Merlot"
"98359","US",87,26,"Washington","Merlot"
"34461","Chile",88,14,"Casablanca Valley","Pinot Noir"
"100728","US",87,27,"California","Cabernet Sauvignon"
"26867","France",91,72,"Champagne","Champagne Blend"
"23968","Argentina",84,11,"Mendoza Province","Cabernet Sauvignon"
"57263","Australia",90,110,"South Australia","Cabernet Sauvignon"
"146348","Italy",89,19,"Sicily & Sardinia","Red Blend"
"60209","South Africa",84,27,"Coastal Region","Shiraz"
"146527","New Zealand",87,18,"Marlborough","Pinot Noir"
"107231","US",83,27,"California","Cabernet Sauvignon"
"81358","Argentina",85,10,"Other","Torrontés"
"73597","France",91,NA,"Burgundy","Chardonnay"
"121063","US",92,35,"California","Chardonnay"
"90982","Portugal",85,16,"Port","Port"
"141811","US",84,12,"California","Chardonnay"
"54547","US",85,14,"California","Chardonnay"
"82153","US",87,18,"Washington","Chardonnay"
"40719","New Zealand",86,18,"Marlborough","Pinot Noir"
"65882","New Zealand",86,15,"Marlborough","Sauvignon Blanc"
"45983","US",88,42,"New York","Chardonnay"
"100473","Chile",91,24,"Colchagua Valley","Red Blend"
"150679","US",87,18,"California","Zinfandel"
"68441","US",86,40,"Pennsylvania","Meritage"
"78263","Italy",89,16,"Southern Italy","Red Blend"
"38673","France",88,20,"Provence","Rosé"
"117120","US",83,26,"California","Pinot Noir"
"4875","Italy",88,NA,"Tuscany","Sangiovese"
"65381","Austria",90,35,"Mittelburgenland","Red Blend"
"20776","Australia",88,20,"Victoria","Shiraz-Viognier"
"112345","Italy",83,12,"Veneto","Prosecco"
"132699","Italy",91,60,"Northeastern Italy","Sparkling Blend"
"73318","Portugal",91,13,"Vinho Verde","Portuguese White"
"15678","New Zealand",87,40,"Martinborough","Pinot Noir"
"88826","US",88,35,"California","Chardonnay"
"143976","France",91,30,"Bordeaux","Bordeaux-style White Blend"
"92130","US",85,22,"California","Rosé"
"62350","US",83,10,"California","Chardonnay"
"42179","France",84,NA,"Burgundy","Sparkling Blend"
"77243","Italy",89,NA,"Tuscany","Red Blend"
"29732","Italy",93,110,"Piedmont","Nebbiolo"
"145473","US",89,40,"California","Cabernet Sauvignon"
"32857","Argentina",85,50,"Mendoza Province","White Blend"
"80988","Italy",89,47,"Veneto","Corvina, Rondinella, Molinara"
"41023","Australia",87,31,"South Australia","Tempranillo"
"50572","Portugal",83,NA,"Dão","Touriga Nacional"
"24168","US",96,45,"California","Chardonnay"
"45564","Portugal",84,NA,"Douro","Portuguese Red"
"84506","US",92,90,"California","Sparkling Blend"
"83138","US",84,15,"California","Chardonnay"
"50780","Spain",85,18,"Northern Spain","Tempranillo Blend"
"19704","Italy",92,50,"Veneto","Corvina, Rondinella, Molinara"
"94923","US",96,120,"California","Bordeaux-style Red Blend"
"2086","Hungary",89,30,"Villány","Cabernet Franc"
"131772","US",92,70,"California","Cabernet Sauvignon"
"144244","US",84,10,"California","Cabernet Sauvignon"
"101893","US",88,36,"California","Pinot Noir"
"23847","US",93,30,"California","Pinot Noir"
"148198","US",93,46,"California","Chardonnay"
"48436","US",88,19,"Oregon","Chardonnay"
"124798","Australia",89,13,"South Australia","Shiraz-Cabernet Sauvignon"
"6348","Spain",88,13,"Northern Spain","Tempranillo Blend"
"58011","Australia",87,18,"Australia Other","Cabernet Sauvignon"
"109582","Chile",88,13,"Colchagua Valley","Cabernet Sauvignon"
"104873","Italy",85,48,"Piedmont","Nebbiolo"
"133475","Spain",89,16,"Catalonia","Red Blend"
"1246","US",92,60,"California","Syrah"
"21075","France",92,NA,"Bordeaux","Bordeaux-style Red Blend"
"64978","Italy",85,12,"Northeastern Italy","Pinot Grigio"
"105879","US",83,32,"California","Zinfandel"
"111675","Chile",93,80,"Cachapoal Valley","Cabernet Blend"
"116095","Germany",89,27,"Mosel-Saar-Ruwer","Riesling"
"90671","US",85,60,"California","Grenache"
"30111","US",92,40,"California","Chardonnay"
"39296","US",88,32,"California","Syrah"
"3251","Italy",89,35,"Piedmont","Nebbiolo"
"133096","New Zealand",88,NA,"Martinborough","Syrah"
"113965","Portugal",88,13,"Douro","Portuguese White"
"30903","Portugal",84,11,"Península de Setúbal","Castelão"
"131308","France",92,70,"Champagne","Chardonnay"
"40995","France",85,18,"Burgundy","Chardonnay"
"112108","Spain",80,11,"Central Spain","Tempranillo"
"77586","Australia",91,20,"Victoria","Shiraz"
"77521","Spain",89,30,"Northern Spain","Tinta de Toro"
"90276","US",93,35,"California","Zinfandel"
"43749","New Zealand",90,34,"Central Otago","Riesling"
"58635","Spain",84,16,"Northern Spain","Tempranillo"
"64329","US",83,14,"California","Petite Sirah"
"119266","France",82,NA,"Bordeaux","Rosé"
"6652","Spain",93,90,"Northern Spain","Tempranillo"
"12378","US",87,38,"Oregon","Pinot Noir"
"122066","US",92,42,"California","Bordeaux-style Red Blend"
"101334","US",87,29,"Washington","Merlot"
"106886","Portugal",84,14,"Alentejo","Portuguese Red"
"70870","Spain",84,11,"Northern Spain","Tempranillo"
"31480","US",88,29,"Washington","Red Blend"
"117427","Australia",87,30,"South Australia","Cabernet Sauvignon"
"110403","US",92,38,"California","Chardonnay"
"37560","Argentina",80,17,"Mendoza Province","Chardonnay"
"49773","US",86,20,"New York","Merlot"
"32674","France",85,40,"Champagne","Pinot Noir"
"137328","Austria",93,24,"Niederösterreich","Grüner Veltliner"
"20488","France",89,15,"Alsace","Pinot Gris"
"24785","US",89,27,"Washington","Merlot"
"99501","US",88,11,"Washington","Chardonnay"
"74541","Italy",86,NA,"Sicily & Sardinia","Grillo"
"146534","New Zealand",87,27,"Waipara","Pinot Noir"
"5619","US",90,75,"California","Cabernet Sauvignon"
"137962","US",93,33,"Washington","Red Blend"
"145421","France",89,60,"Champagne","Champagne Blend"
"83459","Argentina",83,16,"Mendoza Province","Cabernet Sauvignon"
"109288","US",88,28,"California","Chardonnay"
"21923","Italy",92,52,"Tuscany","Red Blend"
"124412","US",89,37,"California","Zinfandel"
"33433","US",90,55,"California","Chardonnay"
"36396","US",90,17,"Oregon","Pinot Blanc"
"122583","Australia",87,30,"Victoria","Bordeaux-style Red Blend"
"13048","France",91,85,"Rhône Valley","Syrah"
"52866","Chile",93,55,"Maipo Valley","Cabernet Sauvignon"
"63160","US",89,55,"California","Chardonnay"
"129284","Italy",85,12,"Central Italy","Sangiovese"
"62214","US",84,9,"California","Chardonnay"
"53505","US",92,60,"Washington","Cabernet Sauvignon"
"112325","US",84,50,"California","Cabernet Sauvignon"
"18419","US",84,18,"California","Rosé"
"104892","Spain",90,20,"Northern Spain","Tempranillo"
"104619","Italy",91,32,"Tuscany","Red Blend"
"96530","US",90,27,"Washington","Merlot"
"143510","Australia",90,30,"South Australia","Cabernet Sauvignon"
"82698","Chile",82,22,"Colchagua Valley","Merlot"
"102049","Portugal",84,NA,"Beiras","Tinta Roriz"
"26029","Italy",86,10,"Sicily & Sardinia","Nero d'Avola"
"114669","France",90,75,"Rhône Valley","Marsanne"
